student_id,age,gender,gaming_hours,study_hours,sleep_hours,attendance,gaming_genre,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades
3252,19,Female,0.8,4.5,8.0,97.2,Casual,2.7,5.9,313.01,5.34,Medium,92
3253,20,Male,2.6,4.0,8.0,60.2,RPG,4.3,4.9,292.87,7.01,Medium,70
3254,17,Male,1.4,8.4,6.1,63.2,RPG,3.7,4.4,322.54,3.57,Medium,98
3255,19,Female,7.5,8.7,5.3,87.0,FPS,1.7,12.2,223.03,17.41,High,70
3256,16,Male,2.6,3.1,4.6,69.4,Casual,0.9,8.2,291.16,6.60,Medium,57
3257,17,Female,2.7,3.8,8.3,96.5,FPS,2.8,5.1,289.55,5.08,Medium,79
3258,16,Female,6.7,8.4,8.4,86.7,RPG,4.7,10.8,228.30,12.86,Low,77
3259,19,Male,5.2,1.7,5.3,74.7,FPS,4.2,10.9,257.78,14.82,Low,20
3260,19,Female,5.7,3.9,7.1,76.6,Casual,3.8,9.9,238.42,15.69,Low,49
3261,22,Female,5.1,5.0,5.3,87.6,Casual,3.8,10.6,268.55,11.74,Low,52
3262,24,Male,7.6,2.7,5.1,65.6,FPS,2.6,13.3,235.07,17.84,Low,15
3263,24,Other,1.7,2.6,4.1,95.3,Casual,0.9,7.3,304.40,9.34,Medium,60
3264,20,Female,7.9,4.8,6.9,60.2,FPS,1.4,12.7,218.71,20.46,Low,19
3265,16,Male,6.7,7.8,4.8,99.2,FPS,2.9,10.4,254.39,16.96,High,67
3266,16,Female,4.7,8.6,4.1,66.7,Casual,1.6,6.2,252.63,10.70,High,62
3267,21,Female,5.3,9.8,4.5,89.7,FPS,3.9,7.4,256.90,10.40,High,87
3268,17,Female,5.2,1.7,5.6,61.6,FPS,1.9,7.5,246.03,10.49,Low,24
3269,23,Female,0.5,3.0,7.4,77.3,RPG,0.6,1.6,312.53,2.00,Medium,70
3270,24,Female,1.7,7.8,5.0,85.2,Casual,3.9,3.3,311.83,5.11,High,94
3271,19,Male,7.7,5.9,8.4,62.8,FPS,3.5,10.2,232.44,14.68,Low,47
3272,20,Female,4.3,4.0,5.4,77.7,FPS,1.3,5.7,259.55,11.76,Medium,39
3273,23,Female,3.0,2.9,5.7,72.1,FPS,4.9,4.9,278.42,9.80,Medium,58
3274,18,Male,6.1,3.5,5.1,79.9,FPS,2.0,7.4,243.01,14.42,Low,27
3275,20,Male,4.2,4.9,5.3,80.2,FPS,3.4,7.3,261.26,12.95,Medium,57
3276,18,Other,0.1,2.6,4.4,91.4,Casual,4.6,5.2,321.41,4.05,Medium,56
3277,18,Female,5.9,9.7,5.5,64.9,FPS,0.8,11.0,271.16,14.86,High,81
3278,18,Female,5.9,2.0,8.3,63.3,RPG,4.4,11.4,244.09,14.58,Low,26
3279,22,Female,1.3,9.9,7.4,76.1,Casual,3.5,6.1,323.46,4.37,Medium,100
3280,22,Female,7.7,8.6,8.4,95.5,RPG,0.8,9.9,228.16,16.40,Low,78
3281,22,Female,1.8,4.8,4.5,94.2,FPS,3.3,6.3,301.74,3.75,Medium,78
3282,23,Female,3.7,7.7,6.3,82.4,RPG,4.4,8.4,278.69,9.54,Medium,84
3283,20,Male,0.9,7.0,5.2,95.6,Casual,4.0,4.6,292.00,1.36,High,98
3284,20,Female,4.8,2.9,7.6,92.2,FPS,3.8,9.9,266.59,10.58,Medium,48
3285,19,Female,3.0,4.1,8.9,71.1,FPS,0.8,4.4,259.68,9.14,Medium,57
3286,22,Female,2.8,5.6,8.1,66.8,FPS,1.0,6.8,288.13,10.01,Medium,83
3287,19,Female,6.6,6.7,4.2,72.1,RPG,2.7,10.0,242.19,13.27,Low,39
3288,17,Female,0.1,5.9,5.6,69.1,FPS,2.9,5.1,303.69,4.42,Medium,78
3289,19,Male,6.4,5.3,4.1,84.9,Casual,4.7,8.0,244.09,12.40,Low,49
3290,23,Male,4.6,5.0,4.2,83.4,RPG,2.3,6.6,262.23,8.84,Medium,59
3291,24,Male,7.9,5.5,4.4,83.9,RPG,1.5,11.7,223.78,20.46,Low,40
3292,18,Male,4.7,4.9,5.4,67.6,Casual,1.0,10.5,261.92,10.12,Medium,55
3293,22,Other,0.4,5.9,5.5,91.7,FPS,0.3,1.9,308.83,0.00,Medium,84
3294,24,Male,0.4,9.0,6.0,77.4,Casual,0.3,5.1,315.84,1.85,Medium,100
3295,19,Male,7.1,6.7,6.0,78.9,RPG,2.9,9.1,243.82,13.95,Low,54
3296,18,Female,6.7,7.5,7.9,99.9,RPG,0.9,8.3,236.85,13.48,Low,76
3297,20,Female,2.8,6.4,4.7,71.3,FPS,4.3,5.7,286.26,3.58,Medium,73
3298,16,Male,4.9,6.8,4.8,75.8,RPG,3.0,8.9,267.21,12.54,Medium,61
3299,18,Female,3.9,6.2,7.1,87.1,RPG,4.3,9.1,295.66,14.20,Medium,76
3300,23,Female,7.7,1.2,6.9,95.2,RPG,2.1,11.9,225.19,18.17,Low,22
3301,23,Male,7.6,10.0,4.8,65.1,FPS,3.0,11.1,211.78,16.49,High,75
3302,19,Male,7.9,1.3,8.3,89.4,FPS,2.6,10.3,216.59,18.29,Low,19
3303,17,Female,6.9,4.6,5.7,96.7,RPG,4.9,9.4,242.86,15.24,Low,49
3304,23,Female,7.3,2.0,5.8,76.9,RPG,4.0,12.1,247.77,17.10,Low,25
3305,23,Female,1.7,1.9,6.1,71.5,RPG,3.0,3.3,289.66,4.10,Medium,54
3306,19,Male,6.7,8.1,5.6,87.1,RPG,3.0,8.4,239.77,14.60,High,84
3307,18,Male,5.7,4.8,6.8,69.8,FPS,1.2,10.3,252.15,12.82,Low,49
3308,17,Female,7.7,8.2,5.9,75.4,FPS,3.7,13.5,219.91,15.05,High,66
3309,24,Male,4.6,3.5,5.3,95.9,RPG,4.9,6.2,280.51,13.64,Medium,49
3310,16,Male,0.7,3.3,8.5,83.6,RPG,0.7,4.7,323.48,4.44,Medium,82
3311,22,Female,4.8,3.3,5.5,63.8,RPG,3.2,7.0,266.08,9.26,Medium,38
3312,20,Male,5.5,6.6,7.5,73.2,Casual,2.6,6.6,249.92,12.25,Low,66
3313,23,Female,1.8,8.3,5.7,85.1,Casual,4.3,6.9,308.44,3.84,High,86
3314,19,Female,3.2,5.1,6.2,79.3,FPS,0.0,6.7,287.34,8.83,Medium,65
3315,22,Male,4.8,4.4,5.2,86.4,RPG,0.7,5.9,258.15,11.63,Medium,49
3316,20,Female,3.0,9.8,7.8,90.5,RPG,0.2,8.5,293.83,10.79,Medium,97
3317,20,Male,3.0,2.1,7.7,79.2,FPS,0.8,6.7,287.69,8.98,Medium,60
3318,24,Female,1.1,5.4,4.1,99.5,Casual,3.5,5.8,290.67,4.09,Medium,79
3319,24,Male,7.5,4.7,4.3,96.6,RPG,0.7,10.7,219.72,18.67,Low,24
3320,24,Male,6.0,1.9,8.6,62.4,Casual,3.1,7.9,234.71,11.86,Low,38
3321,21,Female,0.0,3.4,8.4,70.7,Casual,4.3,3.3,330.19,2.28,Medium,81
3322,21,Male,6.1,1.3,6.5,72.0,FPS,0.2,8.6,239.54,12.00,Low,24
3323,20,Female,5.9,8.9,6.5,67.4,FPS,0.1,8.4,255.23,13.54,Low,72
3324,24,Male,0.1,6.5,8.1,72.5,FPS,5.0,4.3,340.76,5.26,Medium,83
3325,23,Male,3.0,8.3,4.7,77.0,FPS,3.4,4.4,292.42,8.20,High,76
3326,22,Female,4.9,5.7,7.3,62.1,FPS,0.7,7.8,257.61,13.04,Medium,56
3327,22,Male,3.6,6.4,6.4,65.1,Casual,1.5,7.4,269.12,11.33,Medium,78
3328,21,Male,6.2,7.3,7.7,63.9,Casual,4.9,10.8,242.30,14.57,Low,68
3329,20,Female,3.4,9.2,4.2,61.9,RPG,1.1,7.6,268.92,7.13,High,71
3330,19,Female,1.2,1.8,7.0,79.3,Casual,3.8,6.7,293.80,1.47,Medium,62
3331,18,Female,7.8,4.0,6.8,73.4,FPS,1.2,13.8,218.23,16.43,Low,35
3332,18,Other,1.9,7.4,8.2,97.4,RPG,2.0,7.6,302.04,6.96,Medium,100
3333,21,Male,5.7,9.6,7.4,64.1,FPS,4.4,10.6,245.91,9.82,Low,93
3334,19,Female,1.2,9.8,8.4,97.0,FPS,0.1,5.6,303.95,4.87,Medium,100
3335,21,Male,2.6,6.7,8.4,63.5,FPS,1.5,3.8,293.13,6.84,Medium,85
3336,18,Female,3.5,2.7,6.0,84.8,RPG,2.4,7.2,284.79,5.79,Medium,53
3337,19,Male,1.5,2.1,4.7,69.9,FPS,3.1,5.9,282.23,7.00,Medium,52
3338,24,Other,3.6,9.5,7.2,93.1,FPS,0.1,6.7,259.57,7.89,Medium,100
3339,20,Female,1.3,4.9,8.4,62.5,RPG,2.1,4.2,301.02,0.71,Medium,82
3340,22,Female,4.5,2.8,4.4,98.1,RPG,1.7,8.2,255.21,7.41,Medium,47
3341,17,Female,5.3,9.4,6.8,61.9,FPS,0.1,10.8,264.83,13.27,Low,83
3342,20,Female,0.5,1.9,4.6,69.6,FPS,1.8,2.8,309.36,2.32,Medium,52
3343,24,Female,7.0,7.6,4.1,78.6,Casual,4.7,10.0,254.34,15.41,High,52
3344,18,Male,1.5,6.6,7.4,90.2,FPS,1.4,5.8,297.36,7.17,Medium,100
3345,24,Male,1.8,1.8,7.4,98.0,Casual,2.9,3.7,301.49,4.69,Medium,74
3346,21,Male,5.3,4.1,7.0,77.1,FPS,1.5,10.5,249.85,12.00,Low,53
3347,19,Male,3.8,2.4,8.3,90.3,RPG,0.5,8.1,279.88,9.02,Medium,62
3348,22,Female,4.0,6.4,4.4,89.1,RPG,1.5,6.8,277.10,11.54,Medium,67
3349,23,Female,1.0,5.3,4.5,82.9,Casual,2.4,5.6,316.52,2.12,Medium,78
3350,21,Female,6.5,1.0,8.3,87.6,FPS,1.5,8.9,241.26,14.42,Low,34
3351,20,Other,4.9,9.8,6.5,61.5,FPS,3.1,9.8,273.42,12.73,Medium,89
3352,21,Female,1.1,4.2,5.4,77.7,Casual,4.8,2.4,310.04,4.88,Medium,67
3353,20,Male,3.0,3.3,7.7,91.4,RPG,0.4,6.1,277.69,7.77,Medium,69
3354,23,Male,6.5,3.0,8.5,79.0,Casual,3.6,8.8,235.88,12.20,Low,41
3355,16,Male,4.6,2.4,7.5,94.9,Casual,0.0,9.6,272.69,12.02,Medium,47
3356,22,Male,0.9,10.0,8.0,93.4,RPG,0.0,5.6,322.20,5.56,Medium,100
3357,17,Female,3.0,3.7,5.4,94.5,Casual,0.7,8.2,273.02,8.84,Medium,66
3358,24,Female,1.9,4.7,5.4,65.2,RPG,2.4,6.2,304.23,8.20,Medium,62
3359,16,Female,4.1,8.8,8.3,69.8,RPG,0.2,9.1,255.46,8.16,Medium,92
3360,21,Female,6.8,6.8,7.1,61.2,RPG,3.6,9.9,232.83,14.78,Low,62
3361,24,Female,3.5,4.3,5.2,99.3,RPG,0.2,7.9,283.02,9.19,Medium,59
3362,16,Male,3.5,9.1,6.6,69.5,RPG,2.5,4.6,269.88,9.06,Medium,93
3363,19,Female,7.2,7.8,7.4,74.7,Casual,3.4,12.6,247.78,18.98,Low,63
3364,19,Male,4.6,3.1,5.1,71.0,RPG,1.2,9.0,270.77,11.48,Medium,37
3365,24,Male,4.5,6.8,7.3,61.6,RPG,2.9,9.9,253.82,11.00,Medium,64
3366,20,Male,2.1,9.3,4.2,70.5,RPG,1.3,7.0,301.35,7.00,High,92
3367,20,Female,4.9,5.5,5.5,63.9,FPS,1.1,7.3,248.48,8.65,Medium,59
3368,21,Male,4.6,7.6,7.4,75.8,FPS,4.1,7.0,264.72,9.42,Medium,79
3369,16,Male,3.2,9.7,4.8,98.7,FPS,1.7,8.2,290.73,9.98,High,100
3370,16,Female,7.9,7.2,5.1,87.9,RPG,4.1,9.9,231.93,17.53,High,54
3371,24,Female,7.1,1.9,8.4,88.3,Casual,1.1,8.6,234.42,13.57,Low,37
3372,18,Male,6.0,3.2,7.4,78.1,RPG,1.8,7.1,244.56,10.98,Low,48
3373,19,Male,4.3,6.4,6.5,92.5,Casual,0.5,6.8,256.82,8.25,Medium,71
3374,16,Female,3.7,3.5,5.1,96.3,FPS,2.5,5.2,277.43,6.69,Medium,58
3375,24,Male,1.5,9.6,5.7,98.5,Casual,1.9,6.5,310.28,5.76,High,100
3376,23,Female,2.5,4.7,6.9,64.0,FPS,0.0,5.9,311.25,9.01,Medium,60
3377,17,Female,6.2,5.1,4.8,95.2,FPS,2.3,8.5,241.16,16.15,Low,53
3378,23,Male,3.6,7.3,6.4,69.0,Casual,0.4,7.6,284.91,7.42,Medium,72
3379,22,Male,7.1,5.7,6.0,75.9,FPS,4.2,8.4,242.92,15.45,Low,54
3380,21,Male,1.2,4.4,6.4,73.8,FPS,2.5,5.8,301.08,5.24,Medium,85
3381,16,Male,4.1,1.7,4.5,87.0,FPS,3.5,7.6,278.37,10.32,Medium,29
3382,22,Male,5.2,6.4,4.5,83.9,Casual,4.1,6.2,249.68,8.92,Low,61
3383,22,Female,4.1,8.8,8.8,64.4,RPG,0.3,6.7,273.01,8.08,Medium,91
3384,24,Male,7.1,7.2,8.9,91.3,FPS,1.7,11.9,232.57,17.28,Low,79
3385,16,Female,7.9,4.4,6.1,77.6,FPS,0.1,9.9,229.40,16.04,Low,30
3386,17,Female,0.9,2.2,7.9,60.1,FPS,0.3,6.7,314.07,4.95,Medium,61
3387,24,Male,1.0,8.4,7.3,76.6,FPS,0.2,6.5,302.23,2.79,Medium,100
3388,24,Male,1.0,9.5,4.6,80.7,Casual,2.4,5.9,307.42,3.55,High,97
3389,21,Male,5.5,4.5,5.5,62.8,Casual,2.3,6.8,253.31,8.93,Low,45
3390,21,Male,3.0,7.6,5.6,66.1,Casual,0.3,5.8,273.35,7.87,High,72
3391,19,Female,5.9,4.7,7.0,99.7,Casual,1.3,8.4,245.86,12.29,Low,68
3392,19,Male,3.2,5.5,6.9,94.9,Casual,1.2,4.9,275.33,7.86,Medium,77
3393,20,Female,5.0,8.5,8.6,65.3,Casual,1.5,11.0,248.49,12.31,Low,94
3394,18,Male,6.2,1.8,8.0,83.2,Casual,3.2,7.9,238.04,13.66,Low,46
3395,16,Male,4.4,5.8,8.3,75.2,Casual,3.5,7.0,264.74,13.68,Medium,68
3396,16,Female,4.3,2.9,8.5,81.8,RPG,1.7,9.7,268.71,10.29,Medium,58
3397,22,Female,0.7,4.1,8.0,78.8,FPS,3.9,2.4,299.04,3.26,Medium,72
3398,16,Male,3.3,6.8,5.7,61.9,RPG,2.1,6.6,292.52,6.94,Medium,65
3399,16,Male,4.4,1.3,5.1,72.6,RPG,2.6,10.3,273.69,11.42,Medium,24
3400,18,Female,3.7,6.3,6.9,65.0,RPG,0.7,5.9,274.75,9.47,Medium,75
3401,19,Male,7.2,3.6,7.5,79.6,Casual,1.2,11.7,221.29,17.25,Low,39
3402,19,Male,7.3,7.0,5.9,96.3,RPG,3.6,8.7,230.87,16.58,High,64
3403,17,Female,6.6,2.3,8.2,99.8,FPS,4.9,10.6,238.31,17.07,Low,48
3404,16,Female,3.0,7.6,8.8,97.8,FPS,3.5,5.7,273.20,8.68,Medium,100
3405,18,Female,5.7,6.8,6.9,99.4,Casual,0.3,10.2,239.50,15.57,Low,71
3406,19,Female,3.2,9.7,6.3,60.6,RPG,0.7,6.3,289.74,8.33,Medium,86
3407,18,Female,1.9,9.2,8.2,89.2,FPS,2.2,4.4,294.44,3.51,Medium,100
3408,23,Female,2.7,3.6,4.1,70.9,Casual,3.7,6.5,295.98,8.95,Medium,49
3409,16,Female,0.6,1.3,4.7,94.6,FPS,0.8,2.3,313.03,1.23,Medium,57
3410,17,Female,2.7,6.9,8.2,92.6,RPG,3.8,7.7,295.72,9.22,Medium,94
3411,22,Female,3.7,6.4,7.7,77.0,FPS,2.8,8.4,282.90,7.24,Medium,89
3412,19,Male,7.6,1.3,6.1,78.9,Casual,3.9,11.4,232.99,16.43,Low,20
3413,23,Male,2.5,2.1,8.4,70.6,Casual,2.8,5.4,301.71,5.06,Medium,50
3414,18,Female,7.2,6.3,5.8,71.6,RPG,3.0,12.8,234.36,18.01,Low,42
3415,21,Female,1.8,9.2,7.2,99.3,Casual,1.2,6.0,283.09,4.59,Medium,100
3416,24,Male,1.5,9.2,7.2,95.6,Casual,3.6,4.0,288.29,4.24,Medium,100
3417,16,Female,4.2,2.4,4.9,67.7,Casual,4.2,9.2,263.67,10.52,Medium,41
3418,16,Male,5.4,4.5,5.4,71.0,Casual,4.4,9.6,262.86,14.90,Low,42
3419,23,Female,0.4,1.4,8.6,64.4,Casual,0.2,2.0,311.80,2.46,Medium,69
3420,18,Female,1.8,5.2,4.9,99.6,RPG,3.1,3.3,300.81,4.90,Medium,86
3421,20,Female,3.7,7.8,4.9,96.3,RPG,5.0,9.3,281.56,10.19,High,87
3422,16,Male,2.7,8.1,6.4,82.1,FPS,2.9,5.1,289.84,4.99,Medium,94
3423,20,Female,5.7,5.5,4.5,87.7,FPS,0.9,10.0,228.69,11.81,Low,60
3424,21,Male,4.1,1.9,8.5,89.9,Casual,4.4,5.3,259.05,9.32,Medium,59
3425,23,Male,1.3,4.4,4.5,68.2,FPS,1.3,5.1,322.30,1.62,Medium,65
3426,18,Male,7.2,9.4,7.1,97.4,RPG,0.2,9.3,237.34,15.32,Low,97
3427,18,Female,2.3,3.1,5.7,81.1,FPS,2.2,4.0,264.92,5.74,Medium,59
3428,24,Male,5.9,3.9,8.0,63.7,RPG,0.5,10.7,250.50,11.31,Low,54
3429,19,Male,6.2,7.7,7.0,75.9,FPS,0.6,11.3,263.15,14.89,Low,80
3430,19,Female,7.7,7.6,5.9,84.1,Casual,2.3,12.3,230.22,17.72,High,63
3431,22,Female,4.0,9.2,8.9,74.1,Casual,3.1,5.1,272.56,12.67,Medium,100
3432,17,Female,4.9,4.5,4.3,88.0,Casual,4.5,7.4,242.56,11.09,Medium,45
3433,23,Female,2.7,5.6,6.9,95.3,RPG,3.5,5.5,285.13,8.51,Medium,80
3434,21,Male,5.4,5.2,9.0,90.9,Casual,4.2,9.9,238.41,13.98,Low,55
3435,18,Female,3.7,9.4,7.5,85.7,RPG,2.1,8.5,263.26,10.33,Medium,99
3436,24,Female,3.5,7.9,7.7,80.5,RPG,1.6,7.6,263.49,10.73,Medium,95
3437,20,Male,6.8,8.5,4.2,70.2,FPS,3.0,11.8,255.31,13.27,High,67
3438,23,Male,0.4,2.2,4.1,78.2,Casual,3.5,3.5,322.48,2.19,Medium,55
3439,22,Male,7.1,8.1,4.2,71.7,FPS,2.8,10.8,249.29,16.54,High,63
3440,23,Male,6.8,4.9,9.0,97.4,RPG,1.3,8.1,224.93,12.37,Low,51
3441,22,Female,4.1,1.2,8.9,96.3,Casual,1.9,7.2,273.31,9.58,Medium,59
3442,18,Female,3.9,1.5,5.7,66.2,RPG,2.2,7.1,262.88,9.61,Medium,33
3443,17,Female,2.9,7.1,5.5,92.9,FPS,0.1,7.0,276.31,7.47,High,83
3444,22,Female,8.0,4.4,4.7,88.1,RPG,4.4,10.8,229.29,15.57,Low,25
3445,18,Male,0.9,8.8,5.7,99.0,Casual,2.6,3.1,311.11,1.37,High,100
3446,18,Female,4.7,7.6,5.9,78.5,FPS,3.8,6.9,266.22,9.89,High,77
3447,17,Male,5.5,1.2,7.7,88.9,Casual,0.9,7.1,242.04,12.50,Low,39
3448,19,Other,7.5,7.2,8.3,80.7,Casual,2.8,12.0,231.64,17.39,Low,67
3449,23,Male,6.2,2.7,7.7,62.8,Casual,4.6,10.4,248.60,14.93,Low,35
3450,16,Female,5.2,4.8,7.2,61.9,RPG,1.1,9.1,251.45,11.79,Low,50
3451,16,Male,0.9,6.6,7.8,64.9,FPS,1.7,4.6,306.12,2.01,Medium,89
3452,20,Male,3.0,8.9,7.7,71.9,RPG,1.9,5.8,267.67,6.79,Medium,98
3453,20,Male,1.1,5.1,6.4,70.4,RPG,1.9,6.0,285.12,2.97,Medium,84
3454,16,Female,7.1,8.3,5.7,89.1,Casual,3.0,12.7,255.48,10.85,High,62
3455,21,Female,6.0,8.1,5.4,88.6,Casual,2.0,9.2,250.05,13.57,High,79
3456,16,Male,6.1,4.7,7.4,98.9,Casual,3.4,9.1,243.69,13.12,Low,54
3457,20,Female,5.2,5.5,8.8,72.4,RPG,2.4,7.0,265.34,13.82,Low,72
3458,24,Female,4.1,7.3,6.9,97.5,RPG,0.8,8.4,262.58,11.67,Medium,89
3459,20,Female,1.2,1.3,8.6,84.5,FPS,4.7,5.0,306.70,5.25,Medium,74
3460,21,Female,2.6,9.0,4.1,79.8,FPS,1.2,8.6,299.38,6.25,High,91
3461,23,Male,1.1,7.9,8.0,86.7,Casual,2.8,5.0,295.78,6.20,Medium,100
3462,16,Male,5.8,3.2,8.3,88.1,RPG,0.3,8.2,245.48,13.10,Low,57
3463,17,Female,1.3,9.8,7.2,66.9,RPG,4.6,5.1,290.83,3.75,Medium,100
3464,24,Female,5.6,2.6,8.7,90.1,FPS,4.6,11.5,260.91,12.63,Low,41
3465,18,Other,5.5,9.2,7.0,89.0,FPS,1.8,10.2,255.57,12.08,Low,97
3466,21,Female,3.7,3.9,5.2,99.9,RPG,0.6,5.3,287.68,7.65,Medium,62
3467,20,Male,1.1,7.9,5.1,96.5,Casual,3.9,3.8,315.47,1.47,High,100
3468,17,Female,2.5,5.1,6.8,87.4,FPS,1.3,5.0,287.15,6.36,Medium,78
3469,22,Male,2.6,7.6,8.5,88.5,FPS,3.5,7.8,293.39,7.43,Medium,100
3470,19,Other,5.6,2.4,4.4,97.8,RPG,4.6,9.7,257.01,14.60,Low,32
3471,16,Male,0.9,3.4,7.0,98.7,FPS,3.0,6.0,316.41,4.05,Medium,74
3472,19,Female,6.6,1.9,7.9,93.1,FPS,4.3,8.5,255.10,10.56,Low,26
3473,21,Female,6.1,8.8,4.6,90.7,FPS,1.1,11.6,236.02,14.33,High,78
3474,22,Male,1.5,3.7,4.6,64.5,RPG,4.6,2.8,283.36,1.37,Medium,56
3475,22,Male,5.8,7.3,5.8,93.2,RPG,1.1,8.6,240.49,11.74,High,67
3476,22,Female,5.4,8.4,5.4,70.1,Casual,1.1,6.4,260.53,9.35,High,85
3477,18,Female,6.0,9.1,5.0,82.6,RPG,4.4,7.9,252.38,17.10,High,79
3478,21,Male,1.5,2.0,5.0,76.2,RPG,2.8,7.3,296.19,5.25,Medium,49
3479,23,Female,1.3,9.0,4.7,73.8,FPS,4.0,2.7,302.16,4.65,High,99
3480,19,Female,1.9,2.8,7.1,72.4,Casual,4.0,3.6,288.98,4.03,Medium,64
3481,23,Male,2.9,7.6,7.4,94.2,RPG,3.2,8.6,283.77,8.22,Medium,91
3482,17,Male,6.4,7.6,7.5,90.8,FPS,1.0,10.9,236.86,14.02,Low,87
3483,24,Female,5.9,1.1,6.7,80.9,RPG,3.5,8.9,265.57,11.92,Low,27
3484,24,Female,7.4,3.0,8.8,86.6,FPS,0.3,8.7,244.43,14.12,Low,46
3485,23,Female,0.5,5.4,8.4,99.4,RPG,1.0,5.4,321.60,4.15,Medium,94
3486,16,Female,0.1,4.8,8.8,75.9,RPG,3.2,3.6,319.23,1.79,Medium,92
3487,17,Male,5.6,9.3,5.9,82.0,RPG,4.5,8.2,264.31,15.15,High,90
3488,21,Male,2.2,4.2,8.4,81.3,Casual,3.9,5.0,294.23,5.42,Medium,76
3489,20,Male,2.7,9.4,7.8,97.4,Casual,1.7,6.2,289.57,6.55,Medium,100
3490,24,Male,4.4,5.1,5.7,74.1,Casual,4.1,8.1,250.28,10.70,Medium,57
3491,20,Female,0.8,9.7,4.5,99.5,Casual,4.8,5.9,312.77,5.40,High,89
3492,17,Female,5.1,7.6,7.4,72.2,FPS,1.7,10.0,245.41,12.94,Low,83
3493,19,Male,2.6,8.5,4.7,64.4,FPS,0.9,7.4,284.77,10.31,High,74
3494,24,Male,5.1,1.9,5.5,67.7,FPS,1.0,9.7,260.97,17.60,Low,38
3495,16,Female,6.7,6.3,6.5,77.1,FPS,2.0,11.5,230.97,17.37,Low,55
3496,16,Female,1.4,2.3,7.4,86.0,FPS,0.3,5.8,308.35,5.69,Medium,68
3497,22,Female,7.5,3.7,8.6,80.7,Casual,2.4,12.8,241.12,13.57,Low,38
3498,18,Female,4.3,6.6,7.0,75.1,RPG,3.7,8.0,260.16,13.16,Medium,74
3499,17,Female,7.4,7.5,7.4,82.5,RPG,2.7,11.0,232.61,19.01,Low,71
3500,24,Female,1.7,1.4,5.6,93.6,FPS,4.9,6.2,287.62,8.64,Medium,64
3501,18,Male,4.8,5.8,7.4,93.6,RPG,2.3,6.7,250.25,12.19,Medium,75
3502,17,Male,3.2,6.1,6.2,89.1,Casual,0.1,8.1,284.34,7.00,Medium,79
3503,23,Male,6.2,1.7,8.3,98.1,FPS,2.4,11.9,252.85,13.29,Low,39
3504,21,Female,4.9,5.5,6.0,83.6,Casual,4.7,7.3,246.71,8.76,Medium,63
3505,21,Female,4.0,7.4,6.3,60.3,FPS,0.5,8.0,292.97,10.11,Medium,69
3506,22,Female,7.3,1.5,6.2,71.6,Casual,1.1,8.5,227.43,13.78,Low,15
3507,22,Male,3.0,7.8,8.1,73.1,FPS,3.6,7.9,285.83,10.17,Medium,78
3508,21,Male,1.8,6.2,8.8,81.9,RPG,1.5,5.6,293.54,4.28,Medium,100
3509,19,Male,4.9,8.5,5.6,96.2,Casual,3.8,9.2,258.84,11.25,High,90
3510,24,Male,5.0,3.0,6.4,93.5,RPG,2.1,6.7,275.30,11.36,Medium,50
3511,21,Female,3.5,8.5,7.5,69.3,RPG,4.0,8.6,292.93,8.59,Medium,81
3512,19,Female,3.9,1.9,8.5,80.8,RPG,2.8,6.2,256.82,7.10,Medium,53
3513,18,Other,7.7,4.6,6.5,86.4,FPS,0.4,12.1,222.20,13.94,Low,37
3514,19,Female,5.9,2.8,4.5,99.5,FPS,1.9,9.8,279.19,15.57,Low,37
3515,18,Female,0.9,8.9,5.8,61.3,FPS,1.7,5.2,305.11,2.05,High,100
3516,17,Female,1.7,7.3,6.8,78.6,FPS,4.1,3.0,303.83,3.26,Medium,94
3517,20,Male,7.8,1.2,6.1,99.5,Casual,3.1,12.5,237.76,17.21,Low,15
3518,17,Female,5.8,1.1,4.9,99.1,Casual,3.9,10.8,258.81,9.99,Low,29
3519,21,Female,7.3,3.6,4.2,73.2,FPS,1.9,10.7,203.98,16.90,Low,20
3520,18,Female,2.4,2.3,7.4,60.0,Casual,3.5,5.5,294.18,9.19,Medium,59
3521,21,Male,5.9,6.7,9.0,83.5,FPS,0.3,8.6,266.33,15.13,Low,63
3522,24,Male,5.7,7.0,8.6,94.7,FPS,0.2,11.4,251.77,13.49,Low,81
3523,16,Male,2.4,9.5,7.4,73.0,Casual,1.4,7.1,281.27,9.22,Medium,97
3524,21,Female,4.4,9.6,8.2,97.4,FPS,3.9,8.9,256.86,7.60,Medium,96
3525,24,Male,5.0,6.9,5.3,73.3,FPS,2.7,10.7,257.77,14.52,Low,58
3526,19,Female,3.9,1.1,7.1,84.4,Casual,2.0,6.6,280.55,7.61,Medium,38
3527,17,Female,6.6,4.2,4.3,88.9,Casual,4.5,10.8,269.46,17.25,Low,38
3528,19,Male,6.7,5.6,7.5,73.8,RPG,2.5,11.1,237.18,15.61,Low,54
3529,16,Female,6.8,5.5,8.9,74.1,FPS,3.1,12.8,244.02,14.18,Low,56
3530,18,Female,6.4,6.4,8.3,78.8,FPS,4.9,9.6,227.39,14.92,Low,66
3531,24,Male,3.9,9.6,6.7,93.4,RPG,2.6,6.9,256.35,9.30,Medium,99
3532,20,Female,3.1,9.0,7.9,64.0,Casual,3.9,4.5,278.43,7.29,Medium,100
3533,21,Male,6.7,2.0,8.7,85.3,Casual,2.1,8.1,244.65,12.44,Low,47
